property_id,full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,price_label,lat,long,img_url,zip_code
31815675,4319 LIVE OAK DR MESQUITE TX 75150,4,2.5,1963,1846,7200,258965,Redfin Estimate,32.8242921,-96.6386131,['https://ssl.cdn-redfin.com/photo/90/mbphoto/416/genMid.10945416_2.jpg'],75150
31911263,1007 PHEASANT DR MESQUITE TX 75150,3,2.0,1983,1368,6843,250242,Redfin Estimate,32.8022303,-96.6126595,['https://ssl.cdn-redfin.com/photo/90/mbphoto/687/genMid.13211687_0.jpg'],75150
31867847,1630 VALLEY VIEW ST MESQUITE TX 75149,2,1.5,1955,1255,9026,213630,Redfin Estimate,32.7846248,-96.6095224,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1630+Valley+View+St%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=xYxVU9j56ojKdnujTV1RvTVc6vU='],75149
31872474,817 VIA AVENIDA  MESQUITE TX 75150,3,2.0,1973,1516,7318,270935,Redfin Estimate,32.8277486,-96.6090509,['https://ssl.cdn-redfin.com/photo/90/mbphoto/498/genMid.11647498_3.jpg'],75150
32275953,126 WALNUT DR SEAGOVILLE TX 75159,4,2.5,2001,2814,6434,348423,Redfin Estimate,32.6668151,-96.5890792,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=126+Walnut+Dr%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=RRUe_c2vNwBHO8DbvMKDr8nlgko='],75159
31910473,831 CEDAR DR MESQUITE TX 75149,2,1.0,1954,962,7314,197872,Redfin Estimate,32.7608659,-96.609774,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=831+Cedar+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=BHp4VvhVdYBkh7e7UQwP9Ck7IJs='],75149
32044845,1004 ARMSTRONG RD SEAGOVILLE TX 75159,3,2.0,2010,1012,11252,210824,Redfin Estimate,32.6419389,-96.560553,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1004+Armstrong+Rd%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=bF53J9E1nuJAkisc55ab7amL_-4='],75159
31803457,2713 JUDY DR MESQUITE TX 75149,3,1.0,1962,1586,10001,226521,Redfin Estimate,32.7870223,-96.6375853,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2713+Judy+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=8lQgf6qYvb4UcxkRgAlpUpPYuhY='],75149
31841317,3113 COLONY DR MESQUITE TX 75150,4,2.0,1983,1679,8577,330199,Redfin Estimate,32.8058681,-96.6476309,['https://ssl.cdn-redfin.com/photo/90/mbphoto/386/genMid.14693386_0.jpg'],75150
30728740,156 QUAIL RUN DR SEAGOVILLE TX 75159,4,2.5,2002,2418,6159,316049,Redfin Estimate,32.6655782,-96.5900386,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=156+Quail+Run+Dr%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=yw2a1-289_fbvFmNfc6Yk8EldwY='],75159
182764951,3125 GOLDEN SUNSET CT MESQUITE TX      ,4,3.5,2020,3428,7200,524424,Redfin Estimate,32.7269427,-96.5541323,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3125+Golden+Sunset+Ct%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=bTn6-Ssk4OMfbibFnVYF2THWPXs='],     
31814470,3401 SHERYL DR MESQUITE TX 75150,3,1.5,1953,1384,6482,215481,Redfin Estimate,32.8141337,-96.6498021,['https://ssl.cdn-redfin.com/photo/90/mbphoto/856/genMid.10698856_2.jpg'],75150
31839235,2316 LOVELL DR MESQUITE TX 75150,4,3.0,1970,2190,7736,299773,Redfin Estimate,32.8084172,-96.6367756,['https://ssl.cdn-redfin.com/photo/90/mbphoto/459/genMid.11202459_3.jpg'],75150
31811307,4235 HARVEY DR MESQUITE TX 75150,4,2.0,1956,1289,7200,263734,Redfin Estimate,32.8230624,-96.6568171,['https://ssl.cdn-redfin.com/photo/90/mbphoto/094/genMid.13593094_0.jpg'],75150
31817065,1608 OXFORD PL MESQUITE TX 75149,4,2.0,1984,2053,8398,319999,Redfin Estimate,32.7877518,-96.6450006,['https://ssl.cdn-redfin.com/photo/90/mbphoto/079/genMid.20258079_0.jpg'],75149
31824700,2631 BEVERLY HILLS LN MESQUITE TX 75150,4,2.0,1978,2068,7671,351834,Redfin Estimate,32.8367694,-96.6399507,['https://ssl.cdn-redfin.com/photo/90/mbphoto/256/genMid.10614256_0.jpg'],75150
31815448,3031 KARLA DR MESQUITE TX 75150,4,1.5,1959,1068,7553,245261,Redfin Estimate,32.8306781,-96.6442403,['https://ssl.cdn-redfin.com/photo/90/mbphoto/525/genMid.20272525_0.jpg'],75150
31850065,1317 LANEMAR DR MESQUITE TX 75149,3,1.0,1955,1248,7200,189960,Redfin Estimate,32.7819812,-96.6022205,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1317+Lanemar+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=pA3wJE6p7mFL7WjufJcE4WzUrIc='],75149
31814376,3714 SHERYL DR MESQUITE TX 75150,3,1.0,1959,1330,7200,219237,Redfin Estimate,32.8132156,-96.6556114,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3714+Sheryl+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=dGGu6ve-cuJx2gbtslIqXs4vaP0='],75150
31826659,3106 DEERHOLLOW DR MESQUITE TX 75181,4,2.5,1998,2878,8050,379570,Redfin Estimate,32.7394397,-96.5561927,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3106+Deerhollow+Dr%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=-T-cdf0a3EzD4QIOQbTpC9EfApo='],75181
30757866,814 DAKOTA LN SEAGOVILLE TX 75159,3,2.5,2005,1796,12323,280409,Redfin Estimate,32.6626772,-96.5472119,['https://ssl.cdn-redfin.com/photo/90/mbphoto/730/genMid.10450730_2.jpg'],75159
31809807,1214 RANCHO DR MESQUITE TX 75149,3,2.0,1970,1294,7754,234274,Redfin Estimate,32.7514106,-96.5892392,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1214+Rancho+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=K1SZVN3T9jovUMYy2hxsiT25y1I='],75149
31807915,3200 EDGEBROOK DR MESQUITE TX 75150,3,1.0,1960,975,10080,224349,Redfin Estimate,32.8085954,-96.6384043,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=3200+Edgebrook+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=ck1BQGyDJKYPVnQp9OfttZxRc7w='],75150
31816992,3620 HILTON DR MESQUITE TX 75150,3,2.0,1968,1794,7440,309485,Redfin Estimate,32.8153373,-96.6546798,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3620+Hilton+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=vkgDxp8zN1H3poIdEfY7DZtEy3s='],75150
31806712,333 E GRUBB DR MESQUITE TX 75149,3,2.0,1978,1900,10202,325444,Redfin Estimate,32.775291,-96.59297,['https://ssl.cdn-redfin.com/photo/90/mbphoto/754/genMid.20281754_0.jpg'],75149
31855415,649 WINDSONG  MESQUITE TX 75149,4,2.0,1986,1896,4931,301833,Redfin Estimate,32.7728392,-96.5782344,['https://ssl.cdn-redfin.com/photo/90/mbphoto/804/genMid.14237804_0.jpg'],75149
31864634,821 LINDO DR MESQUITE TX 75149,3,1.0,1958,884,8041,191253,Redfin Estimate,32.7570041,-96.5873126,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=821+Lindo+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=jUWF-XiipusrLv1ygPKSmpaDky4='],75149
32139531,1606 E FARMERS RD SEAGOVILLE TX 75159,4,3.0,1976,3216,87120,509098,Redfin Estimate,32.6608805,-96.5466908,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1606+E+Farmers+Rd%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=O2LjfgPiVjNarOtuHXBb74Hrxts='],75159
31861068,4704 KNOLLVIEW LN MESQUITE TX 75150,3,2.0,1984,2069,7667,306271,Redfin Estimate,32.8281391,-96.6157865,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=4704+Knollview+Ln%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=inndSQYDFamxPoRdn1PVTQFl0is='],75150
31831327,2113 CREEK ROYAL DR MESQUITE TX 75181,3,2.0,1993,1498,5484,272890,Redfin Estimate,32.7360691,-96.543818,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2113+Creek+Royal+Dr%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=OdxS3MqelYEW20Vxd0mnCNU3bAY='],75181
32044319,404 BALLARD RD SEAGOVILLE TX 75159,3,2.0,1959,1244,20238,275275,Redfin Estimate,32.6313909,-96.5318313,['https://ssl.cdn-redfin.com/photo/90/mbphoto/807/genMid.20348807_0.jpg'],75159
31806696,318 E GRUBB DR MESQUITE TX 75149,3,2.0,1971,1573,7671,316301,Redfin Estimate,32.7748739,-96.5936666,['https://ssl.cdn-redfin.com/photo/90/mbphoto/124/genMid.20321124_0.jpg'],75149
30738716,801 HUDDLESTON CT SEAGOVILLE TX 75159,3,2.0,2004,1450,9026,243277,Redfin Estimate,32.660176,-96.5462948,['https://ssl.cdn-redfin.com/photo/90/mbphoto/471/genMid.10486471_0.jpg'],75159
32256165,407 BAKER ST SEAGOVILLE TX 75159,3,2.0,2001,1175,11979,223732,Redfin Estimate,32.6330116,-96.5327899,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=407+Baker+St%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=1po6xtGco26J1Y1OArZtWjQ6E5Q='],75159
31849053,1300 DEVELON DR MESQUITE TX 75149,4,2.0,1964,1284,9845,264294,Redfin Estimate,32.7492893,-96.6161157,['https://ssl.cdn-redfin.com/photo/90/mbphoto/311/genMid.13577311_1.jpg'],75149
31885557,302 ROLLINGWOOD DR MESQUITE TX 75149,3,1.0,1954,1244,7200,228752,Redfin Estimate,32.765037,-96.6381218,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=302+Rollingwood+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=UIfjfcIuHnsVsnOfwuAPiO-1dlc='],75149
31908574,2221 VALLEY FALLS AVE MESQUITE TX 75181,3,2.0,1993,2240,7200,310582,Redfin Estimate,32.7348907,-96.5957918,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2221+Valley+Falls+Ave%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=1rJ7A-5kd_gfCJsqbIqkkId0hcw='],75181
31888699,4720 STALLCUP DR MESQUITE TX 75150,3,2.0,1966,1677,7680,279312,Redfin Estimate,32.8316816,-96.6384448,['https://ssl.cdn-redfin.com/photo/90/mbphoto/685/genMid.13895685_3.jpg'],75150
31839573,2621 WESTVIEW DR MESQUITE TX 75150,3,2.0,1964,1264,7200,243052,Redfin Estimate,32.8021957,-96.6424121,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2621+Westview+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=lPIy-zud9-NhGmDP8M4sUBCOCTs='],75150
31853819,1833 PALO ALTO DR MESQUITE TX 75150,3,2.5,1985,2109,4317,299933,Redfin Estimate,32.8447572,-96.6322563,['https://ssl.cdn-redfin.com/photo/90/mbphoto/196/genMid.13003196_0.jpg'],75150
31823066,3601 DEMARET DR MESQUITE TX 75150,3,1.0,1957,1516,9500,303002,Redfin Estimate,32.8329136,-96.653059,['https://ssl.cdn-redfin.com/photo/90/mbphoto/480/genMid.20038480_2.jpg'],75150
31806710,341 E GRUBB DR MESQUITE TX 75149,3,2.0,1979,1842,6761,317306,Redfin Estimate,32.7753127,-96.5925559,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=341+E+Grubb+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=SN0Ge-Hw7t0Wge6XLNVgMOsnXok='],75149
32045767,2921 WANDA WAY  SEAGOVILLE TX 75159,3,2.0,1955,1492,13351,246228,Redfin Estimate,32.6723705,-96.5836983,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2921+Wanda+Way%2C+Seagoville%2C+TX+75159&size=665x441&source=outdoor&client=gme-redfin&signature=4iG1G62_CR7g6o5ZHaVIvosyU_w='],75159
31854078,1023 S BRYAN ST MESQUITE TX 75149,3,1.0,1954,1314,10123,261484,Redfin Estimate,32.7547421,-96.5980597,['https://ssl.cdn-redfin.com/photo/90/mbphoto/135/genMid.10805135_2.jpg'],75149
31822767,3628 DEMARET DR MESQUITE TX 75150,2,1.0,1958,1272,7501,219499,Redfin Estimate,32.8317026,-96.65356,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3628+Demaret+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=VsL3ShSjBVjuaLMTJ9O2fZV3xSQ='],75150
31819774,1433 JESSICA LN MESQUITE TX 75149,3,2.0,1997,1842,5171,303049,Redfin Estimate,32.7501001,-96.6107325,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1433+Jessica+Ln%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=KZ8zXKcgk-SlWWtIMs1HEg7ycrc='],75149
31851851,1001 SCHRADE TRL MESQUITE TX 75181,3,2.0,1990,1805,7854,323814,Redfin Estimate,32.7555111,-96.5601623,['https://ssl.cdn-redfin.com/photo/90/mbphoto/838/genMid.14766838_0.jpg'],75181
30770888,3002 BRIARBROOK DR SEAGOVILLE TX 75159,4,2.5,2007,2939,14301,357813,Redfin Estimate,32.6926866,-96.5506303,['https://ssl.cdn-redfin.com/photo/90/mbphoto/296/genMid.11834296_2.jpg'],75159
31862670,1126 CYPRESS DR MESQUITE TX 75149,3,2.0,1988,1468,7919,265701,Redfin Estimate,32.7626358,-96.5836888,['https://ssl.cdn-redfin.com/photo/90/mbphoto/033/genMid.13451033_0.jpg'],75149
32045842,2811 DENNIS CIR SEAGOVILLE TX 75159,4,2.5,2022,1858,16030,343582,Redfin Estimate,32.6699376,-96.5806534,['https://ssl.cdn-redfin.com/photo/90/mbphoto/549/genMid.20137549_1.jpg'],75159
30758390,1405 BAYLEE ST SEAGOVILLE TX 75159,5,2.0,2007,2175,7200,328204,Redfin Estimate,32.6553381,-96.5480456,['https://ssl.cdn-redfin.com/photo/90/mbphoto/798/genMid.20287798_0.jpg'],75159
169405919,6125 CREEKHAVEN DR MESQUITE TX 75181,4,3.0,2018,2700,11182,436841,Redfin Estimate,32.699797,-96.5549661,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=6125+Creekhaven+Dr%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=z0sXsB1nKatJReGNk8OJ_mkfOrE='],75181
31887134,1332 VIRGIE JOE DR MESQUITE TX 75149,3,2.0,1973,1814,6120,288775,Redfin Estimate,32.7502504,-96.5761491,['https://ssl.cdn-redfin.com/photo/90/mbphoto/993/genMid.13322993_0.jpg'],75149
32041217,1307 ROSS LN SEAGOVILLE TX 75159,3,2.0,1985,1238,9801,228459,Redfin Estimate,32.6580214,-96.5311228,['https://ssl.cdn-redfin.com/photo/90/mbphoto/798/genMid.11473798_2.jpg'],75159
30756658,4537 WOODBLUFF DR MESQUITE TX 75150,4,3.0,2005,2376,7131,370705,Redfin Estimate,32.8263777,-96.5995711,['https://ssl.cdn-redfin.com/photo/90/mbphoto/473/genMid.12043473_1.jpg'],75150
31860838,1302 HANEY LN MESQUITE TX 75149,3,1.0,1954,660,9078,165095,Redfin Estimate,32.751356,-96.6277918,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1302+Haney+Ln%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=W9LH2uWkBAdoCFoLCrF64jHDzCU='],75149
31908429,2027 ELM FALLS PL MESQUITE TX 75181,5,2.5,2000,3024,10642,367004,Redfin Estimate,32.7357466,-96.5981318,['https://ssl.cdn-redfin.com/photo/90/mbphoto/928/genMid.20282928_0.jpg'],75181
31831273,2612 SPRING RAIN DR MESQUITE TX 75181,3,2.0,1996,1444,5672,259095,Redfin Estimate,32.73982,-96.5413343,['https://ssl.cdn-redfin.com/photo/90/mbphoto/290/genMid.10764290_0.jpg'],75181
31843238,1300 RUSK DR MESQUITE TX 75149,3,1.0,1962,1697,7501,209464,Redfin Estimate,32.7390165,-96.6165091,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1300+Rusk+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=0vfCsu6SBlqiO1JKKW8ycsMt8pA='],75149
31874530,4939 REGAL BLUFF  MESQUITE TX 75150,2,2.5,1985,1092,1616,199032,Redfin Estimate,32.832906,-96.6020648,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=4939+Regal+Blf%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=d7oTQiBA8Ez0D8BRzvx2ajKq4Tc='],75150
31852135,4847 PALOS VERDES DR MESQUITE TX 75150,2,2.0,1984,1282,3038,242033,Redfin Estimate,32.8311855,-96.6118267,['https://ssl.cdn-redfin.com/photo/90/mbphoto/863/genMid.14654863_1.jpg'],75150
31834368,3320 HIGH MEADOW DR MESQUITE TX 75181,4,2.5,1996,2160,5846,339857,Redfin Estimate,32.7513431,-96.5468784,['https://ssl.cdn-redfin.com/photo/90/mbphoto/732/genMid.14428732_2.jpg'],75181
31862456,1023 JARDIN DR MESQUITE TX 75149,3,1.0,1955,925,7318,193958,Redfin Estimate,32.7548022,-96.591451,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1023+Jardin+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=UyD9t1sgBVcSuJ-rTFUDfmOseiY='],75149
