full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
5122 SHOREGATE DR GARLAND TX 75043,2,2.0,1982,1276,4038,234405,32.8547065,-96.5491153,75043
5145 SHOREGATE DR GARLAND TX 75043,3,2.0,1982,1334,4491,265725,32.8540345,-96.5496062,75043
5512 KEY BEND  GARLAND TX 75043,2,2.0,1983,1180,4299,249225,32.853417,-96.5505457,75043
2502 HIGHMONT DR GARLAND TX 75041,3,1.0,1984,1132,7187,245884,32.8883297,-96.6170338,75041
2410 HIGHMONT DR GARLAND TX 75041,3,2.0,1984,1112,7004,217825,32.8891531,-96.6171201,75041
2301 HIGH STAR DR GARLAND TX 75041,3,2.0,1985,1168,7937,266573,32.8903643,-96.6166999,75041
2309 HIGH STAR DR GARLAND TX 75041,3,1.0,1985,1302,6808,267754,32.8900423,-96.6166847,75041
2421 HIGH HOLLOW DR GARLAND TX 75041,4,2.0,1985,1264,7375,274392,32.8886642,-96.6156663,75041
1209 HIGH MESA DR GARLAND TX 75041,3,2.0,1986,1106,7157,268328,32.8880149,-96.6146968,75041
905 SUNNINGDALE CIR GARLAND TX 75044,3,2.0,1987,1782,6072,410344,32.9719932,-96.6402412,75044
909 SUNNINGDALE CIR GARLAND TX 75044,3,2.5,1985,3222,4225,617466,32.9719777,-96.6405334,75044
1229 FOREST COVE LN GARLAND TX 75040,2,2.0,1986,1467,2766,271611,32.9521321,-96.645258,75040
1227 FOREST COVE LN GARLAND TX 75040,2,2.5,1986,1407,2827,259931,32.9521415,-96.6451786,75040
26 DUNROBIN  GARLAND TX 75044,3,2.5,2006,4757,21580,1019263,32.9838433,-96.6196004,75044
4321 CONNIE DR GARLAND TX 75043,3,2.0,1955,1920,36708,334266,32.8613375,-96.605016,75043
5313 BOBTOWN RD GARLAND TX 75043,3,2.0,1985,1754,8969,345382,32.8411105,-96.5609566,75043
217 RUSTIC RIDGE DR GARLAND TX 75040,4,3.0,1981,2144,183823,368835,32.9489713,-96.6331862,75040
214 BELLMEADE DR GARLAND TX 75040,3,2.5,1979,1888,8398,379439,32.9470956,-96.6317879,75040
218 WILLOWCREST DR GARLAND TX 75040,3,2.0,1981,1895,8398,347677,32.9454118,-96.6317253,75040
202 WILLOWCREST DR GARLAND TX 75040,3,2.5,1983,2244,8398,385405,32.9456974,-96.630473,75040
314 BELLMEADE DR GARLAND TX 75040,4,3.0,1979,2158,8398,379507,32.9471399,-96.6339406,75040
230 RUSTIC RIDGE DR GARLAND TX 75040,3,3.0,1981,2078,9448,334314,32.9483304,-96.6332906,75040
221 KINGSBRIDGE DR GARLAND TX 75040,3,2.0,1979,2116,8398,373656,32.9481171,-96.6327688,75040
518 GLEN CANYON DR GARLAND TX 75040,4,2.0,1992,3017,9518,431609,32.9463659,-96.6356282,75040
430 GLEN CANYON DR GARLAND TX 75040,4,3.0,1983,2150,8398,368047,32.9473493,-96.6355628,75040
414 GLEN CANYON DR GARLAND TX 75040,3,2.0,1980,2148,8398,395059,32.9479536,-96.635023,75040
306 GLEN CANYON DR GARLAND TX 75040,3,2.0,1978,2405,8398,484863,32.9487934,-96.6340628,75040
1718 MELROSE ST GARLAND TX 75042,3,2.0,1972,1285,8281,271609,32.9273614,-96.6538504,75042
1913 MELROSE ST GARLAND TX 75042,3,2.0,1972,1807,7802,321882,32.9277867,-96.6566083,75042
1733 GOLIAD DR GARLAND TX 75042,3,2.0,1973,2904,8320,403760,32.9294863,-96.6537272,75042
1726 ELDORADO DR GARLAND TX 75042,3,2.0,1973,1866,8059,356232,32.9298573,-96.6540228,75042
1718 ELDORADO DR GARLAND TX 75042,3,2.0,1973,1866,8969,331737,32.9298751,-96.6536018,75042
1805 ELDORADO DR GARLAND TX 75042,3,2.0,1974,1875,7680,293740,32.9303456,-96.6544805,75042
1717 ELDORADO DR GARLAND TX 75042,3,2.0,1974,2333,7680,330316,32.9303259,-96.6536685,75042
1518 CORMORANT DR GARLAND TX 75043,5,4.0,2016,3648,9383,550569,32.8680979,-96.594085,75043
1501 BLUE JAY RD GARLAND TX 75043,4,3.0,2016,2334,9792,444077,32.8665124,-96.5942102,75043
210 GLEN CANYON DR GARLAND TX 75040,3,2.0,1980,2298,8398,396397,32.9496414,-96.6331059,75040
317 RUSTIC RIDGE DR GARLAND TX 75040,4,2.5,1981,2473,8398,401634,32.9478488,-96.634522,75040
224 GLENFIELD DR GARLAND TX 75040,2,1.0,1955,884,7562,194980,32.8958581,-96.6281025,75040
232 ALTO DR GARLAND TX 75040,2,1.0,1955,884,7200,183586,32.8967112,-96.6277279,75040
310 ALTO DR GARLAND TX 75040,3,1.0,1955,1054,7200,227471,32.8967366,-96.6269679,75040
235 GLENFIELD DR GARLAND TX 75040,3,1.0,1955,2228,7200,293276,32.8962534,-96.6275443,75040
231 GLENFIELD DR GARLAND TX 75040,3,2.5,2020,1967,7200,394323,32.8962482,-96.6277115,75040
220 LOMA DR GARLAND TX 75040,3,2.0,1955,1165,7200,207939,32.898431,-96.6283025,75040
311 SOUTHWOOD DR GARLAND TX 75040,2,1.0,1955,884,8041,196198,32.8979341,-96.6269251,75040
215 SOUTHWOOD DR GARLAND TX 75040,2,1.0,1940,1082,7784,205397,32.8979468,-96.628519,75040
219 LOMA DR GARLAND TX 75040,3,1.0,1955,884,7200,200341,32.8987818,-96.6283025,75040
901 SUNNINGDALE CIR GARLAND TX 75044,4,3.5,1989,3483,11962,633015,32.9718729,-96.6400324,75044
906 SUNNINGDALE CIR GARLAND TX 75044,3,2.5,1986,2926,4874,459825,32.9715768,-96.6406587,75044
500 S 9TH ST GARLAND TX 75040,4,2.0,1965,2300,7261,321108,32.9083068,-96.6413027,75040
5105 BOBTOWN RD GARLAND TX 75043,3,2.0,1994,2107,8930,332073,32.8436793,-96.5608658,75043
4517 BEAUS WAY  GARLAND TX 75043,3,2.0,1985,1987,7235,311203,32.8425606,-96.563174,75043
4506 WESTLAKE DR GARLAND TX 75043,3,2.0,1985,1765,6647,299654,32.8406918,-96.5636676,75043
7122 LYONS RD GARLAND TX 75043,3,2.0,1986,1662,8089,285076,32.8411175,-96.5615041,75043
6010 WATERWAY DR GARLAND TX 75043,3,2.0,1985,1636,7897,300083,32.8421129,-96.5635416,75043
5117 BOBTOWN RD GARLAND TX 75043,4,2.0,1986,1755,7845,325484,32.842942,-96.5609108,75043
3302 QUEENSWOOD LN GARLAND TX 75040,3,2.0,1979,2078,8398,373958,32.9476193,-96.6297634,75040
3314 QUEENSWOOD LN GARLAND TX 75040,3,2.0,1979,2192,8398,380603,32.9480309,-96.6302643,75040
210 FAIRCREST DR GARLAND TX 75040,4,2.5,1979,2205,8398,366904,32.9462577,-96.6314748,75040
230 KINGSBRIDGE DR GARLAND TX 75040,3,2.5,1979,2302,9479,385553,32.9475028,-96.6323723,75040
502 RIDGEGATE DR GARLAND TX 75040,3,2.0,1978,2097,9239,360323,32.943061,-96.6349501,75040
618 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1976,1945,8625,351335,32.941962,-96.6370457,75040
506 PEBBLECREEK DR GARLAND TX 75040,4,2.0,1976,1908,8398,376446,32.9435376,-96.6358263,75040
505 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1977,2066,8468,376436,32.9438779,-96.6362176,75040
705 PEBBLECREEK DR GARLAND TX 75040,4,2.0,1976,2253,9901,339374,32.9413108,-96.6379869,75040
721 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1978,2050,9718,374098,32.9405177,-96.6380697,75040
3413 QUEENSWOOD LN GARLAND TX 75040,3,2.0,1980,2165,8398,372360,32.9483633,-96.6314331,75040
3317 QUEENSWOOD LN GARLAND TX 75040,3,2.0,1980,2026,8398,353584,32.9478729,-96.6307652,75040
201 FAIRCREST DR GARLAND TX 75040,4,2.5,1979,2084,8398,404767,32.946799,-96.6311826,75040
205 FAIRCREST DR GARLAND TX 75040,4,2.0,1979,1998,8398,351857,32.9467442,-96.6313913,75040
417 WILLOWCREST DR GARLAND TX 75040,4,2.0,1979,2189,8159,367931,32.9454518,-96.6354093,75040
305 WILLOWCREST DR GARLAND TX 75040,3,2.5,1977,2150,8159,355605,32.9458492,-96.6333483,75040
413 PEBBLECREEK DR GARLAND TX 75040,4,2.5,1978,2180,8638,375782,32.944639,-96.6350459,75040
422 PEBBLECREEK DR GARLAND TX 75040,3,2.5,1977,2095,9121,373109,32.9439527,-96.6352734,75040
341 KINGSBRIDGE DR GARLAND TX 75040,3,2.0,1978,2143,8054,350871,32.9441322,-96.6330471,75040
4601 REDWOOD DR GARLAND TX 75043,3,2.0,1976,1589,8398,284138,32.857561,-96.6142377,75043
4602 CLIFFWOOD DR GARLAND TX 75043,3,2.0,1977,1382,7771,278322,32.8570016,-96.6148637,75043
2417 HIGHDALE DR GARLAND TX 75041,3,2.0,1987,1102,10428,273631,32.8887685,-96.6145685,75041
2117 HIGHWOOD DR GARLAND TX 75041,3,2.0,1983,1420,9540,269685,32.8920178,-96.620244,75041
421 GLEN CANYON DR GARLAND TX 75040,3,2.0,1983,2115,10219,377923,32.9480036,-96.6357326,75040
3710 OAKRIDGE CIR GARLAND TX 75040,3,2.0,1981,3189,9871,512763,32.950445,-96.6335942,75040
213 BELLMEADE DR GARLAND TX 75040,3,2.0,1980,2095,13652,422776,32.9475962,-96.6318505,75040
210 RUSTIC RIDGE DR GARLAND TX 75040,3,2.0,1979,2129,8398,349998,32.9489674,-96.6324349,75040
214 RIDGEGATE DR GARLAND TX 75040,3,2.0,1981,1604,8398,340257,32.9437821,-96.6310574,75040
146 RIDGEGATE DR GARLAND TX 75040,3,2.0,1980,1841,8398,324478,32.944624,-96.6300556,75040
134 RIDGEGATE DR GARLAND TX 75040,4,2.0,1981,1880,8398,360339,32.9450011,-96.6295547,75040
3106 QUEENSWOOD LN GARLAND TX 75040,3,2.0,1983,2032,8398,415248,32.9465421,-96.6285082,75040
208 ALTO DR GARLAND TX 75040,3,1.0,1955,1135,7200,226152,32.896682,-96.6289433,75040
228 ALTO DR GARLAND TX 75040,3,1.0,1955,1124,7200,224685,32.8966973,-96.6279268,75040
236 ALTO DR GARLAND TX 75040,3,1.0,1997,1377,7200,254956,32.8967193,-96.6275479,75040
311 ALTO DR GARLAND TX 75040,4,1.0,1955,1694,7440,277252,32.8971011,-96.6269251,75040
207 ALTO DR GARLAND TX 75040,2,1.0,1955,1292,7200,238099,32.8970848,-96.6288869,75040
215 LOMA DR GARLAND TX 75040,2,1.0,1955,884,7200,187736,32.8988145,-96.6285112,75040
231 LOMA DR GARLAND TX 75040,2,1.0,1955,884,7200,189216,32.8987689,-96.6277181,75040
3402 HAYMAN DR GARLAND TX 75043,5,3.0,1977,1917,11339,324590,32.8563794,-96.5784012,75043
3426 HAYMAN DR GARLAND TX 75043,4,2.0,1977,2511,11339,328066,32.8558058,-96.5772126,75043
705 BROOKDALE CIR GARLAND TX 75040,3,2.0,1976,2051,7910,396500,32.9408842,-96.6369432,75040
702 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1976,2179,9975,366585,32.9411271,-96.6373189,75040
906 WOODHAVEN LN GARLAND TX 75040,3,2.0,1990,2236,7475,347083,32.9386432,-96.6378709,75040
806 WOODHAVEN LN GARLAND TX 75040,3,2.0,1977,1995,8059,357580,32.9393784,-96.6364912,75040
609 GLENVIEW CIR GARLAND TX 75040,3,2.0,1977,2222,8398,391139,32.9465959,-96.6374859,75040
618 GLENVIEW CIR GARLAND TX 75040,3,2.0,1978,2038,8398,357901,32.946068,-96.6373604,75040
306 FAIRCREST DR GARLAND TX 75040,3,2.0,1977,2124,8520,345929,32.9462271,-96.6332906,75040
618 GLEN CANYON DR GARLAND TX 75040,3,2.0,1978,1930,8520,356406,32.9453014,-96.6364504,75040
337 KINGSBRIDGE DR GARLAND TX 75040,3,2.0,1978,1999,7632,370071,32.9443206,-96.6330432,75040
425 RIDGEGATE DR GARLAND TX 75040,3,2.0,1977,1880,8882,359321,32.9439027,-96.6345638,75040
505 GLEN CANYON DR GARLAND TX 75040,4,2.5,1984,2596,10219,469803,32.9470351,-96.6362192,75040
526 RIDGEGATE DR GARLAND TX 75040,3,2.0,1980,1967,12852,350386,32.9422958,-96.6359413,75040
510 PEBBLECREEK DR GARLAND TX 75040,4,2.0,1976,1911,8398,405212,32.9434083,-96.6359395,75040
601 RIDGEGATE DR GARLAND TX 75040,3,2.5,1976,2043,10851,363607,32.9420019,-96.6365258,75040
809 WOODHAVEN LN GARLAND TX 75040,4,2.0,1976,1965,7475,364720,32.9394247,-96.6371937,75040
814 WOODHAVEN LN GARLAND TX 75040,3,2.0,1976,1719,7475,351489,32.9391487,-96.6367824,75040
622 GLENVIEW CIR GARLAND TX 75040,3,2.0,1978,1923,8398,379840,32.945851,-96.6374859,75040
617 GLEN CANYON DR GARLAND TX 75040,3,2.5,1985,2460,8398,575876,32.9455337,-96.6368597,75040
413 WILLOWCREST DR GARLAND TX 75040,3,2.0,1978,2127,8159,344716,32.9455347,-96.6351899,75040
405 WILLOWCREST DR GARLAND TX 75040,3,2.0,1977,2063,8159,328587,32.9456467,-96.6347307,75040
429 GLENGARRY DR GARLAND TX 75043,3,2.0,1973,1524,7135,291581,32.860867,-96.6097727,75043
4838 CRESTPOINT LN GARLAND TX 75043,3,2.0,1987,1643,7065,329776,32.8477935,-96.557697,75043
4906 CRESTPOINT LN GARLAND TX 75043,3,2.0,1986,1832,7449,314530,32.8477484,-96.5573009,75043
5438 OAKMONT LN GARLAND TX 75043,3,2.0,1992,1684,8494,331960,32.8473224,-96.556265,75043
432 SOLITUDE DR GARLAND TX 75043,3,2.0,1973,1377,7135,247155,32.8609704,-96.6086461,75043
4405 MAYFLOWER DR GARLAND TX 75043,3,2.0,1974,1934,7606,287453,32.8608635,-96.6065181,75043
402 RIDGEGATE DR GARLAND TX 75040,3,2.0,1981,1627,8999,352095,32.9437196,-96.633061,75040
1713 GLENVILLE DR GARLAND TX 75042,4,2.0,1964,1212,8259,281148,32.9290483,-96.7054597,75042
230 E BRAND RD GARLAND TX 75040,4,2.0,2000,2277,14270,406623,32.9531768,-96.627426,75040
710 RIDGEGATE DR GARLAND TX 75040,4,2.0,1978,2177,8398,402025,32.941231,-96.6349505,75040
502 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1977,2068,9239,356347,32.9436704,-96.635664,75040
621 PEBBLECREEK DR GARLAND TX 75040,3,2.0,1976,2144,8638,429899,32.9419762,-96.6375429,75040
2117 LAKE FRONT TRL GARLAND TX 75043,4,3.5,2017,3087,5092,562411,32.865272,-96.5736051,75043
909 EDGEFIELD DR GARLAND TX 75040,2,1.5,1949,1006,9801,226212,32.9043799,-96.6409509,75040
1021 EDGEFIELD DR GARLAND TX 75040,2,1.0,1949,928,11199,196140,32.9032828,-96.6417495,75040
4901 BUNKER HILL RD GARLAND TX 75048,3,2.0,1983,2218,91040,542750,32.9599219,-96.5968385,75048
915 GLEN MEADOW CT GARLAND TX 75044,3,2.5,2000,3032,10799,556629,32.9819733,-96.6185153,75044
1009 S 5TH ST GARLAND TX 75040,2,1.0,1949,1048,8499,221259,32.9035122,-96.636651,75040
714 TORREY PINES LN GARLAND TX 75044,3,2.0,1986,2624,7440,461682,32.9720359,-96.6374691,75044
801 TORREY PINES LN GARLAND TX 75044,4,2.0,1987,2540,7688,449638,32.9725029,-96.6380704,75044
22 BRAE LOCH  GARLAND TX 75044,5,4.0,2003,4803,20634,1143181,32.9827309,-96.6190995,75044
514 FAIRWAY MEADOWS DR GARLAND TX 75044,4,2.0,1995,2224,9100,422749,32.9648656,-96.6292625,75044
421 BALTUSROL CIR GARLAND TX 75044,4,3.0,1996,2716,10119,501785,32.9638078,-96.6306191,75044
109 LAKE FOREST CT GARLAND TX 75044,4,2.5,1991,2750,8777,482934,32.9697573,-96.6307861,75044
5901 INDIAN HILLS DR GARLAND TX 75044,4,2.0,1987,2291,10951,468635,32.9680656,-96.6300556,75044
5714 INDIAN HILLS DR GARLAND TX 75044,4,2.5,1987,3365,9204,491405,32.9667168,-96.6290538,75044
5830 FIRECREST DR GARLAND TX 75044,5,4.5,1991,4028,10502,672051,32.9685396,-96.6285529,75044
218 CORAL RIDGE DR GARLAND TX 75044,3,2.0,1988,2487,12615,420783,32.9662234,-96.6280312,75044
1336 DEVONWOOD DR GARLAND TX 75041,3,1.5,1952,972,8930,244989,32.8901373,-96.6499588,75041
1333 ELMHURST DR GARLAND TX 75041,3,1.5,1965,1100,7200,238867,32.8879818,-96.6500526,75041
309 E TAYLOR DR GARLAND TX 75040,3,2.0,1962,1212,8616,240934,32.9006259,-96.6241741,75040
7010 TARTAN TRL GARLAND TX 75044,4,2.5,1997,3051,25666,630489,32.9812486,-96.6202055,75044
3026 HONEYSUCKLE DR GARLAND TX 75041,4,2.5,2020,2619,13399,498475,32.8789877,-96.6268623,75041
1009 RICHARD DR GARLAND TX 75040,3,2.0,1960,1193,7919,224428,32.9066096,-96.6189724,75040
1029 RICHARD DR GARLAND TX 75040,3,2.0,1961,1162,7200,237560,32.9066073,-96.6179519,75040
1105 RICHARD DR GARLAND TX 75040,2,1.0,1961,885,7200,181700,32.9065826,-96.6175618,75040
1106 RICHARD DR GARLAND TX 75040,3,1.0,1961,1179,7200,206109,32.9062282,-96.6176597,75040
6806 ABERDEEN DR GARLAND TX 75044,3,2.5,1995,2671,10411,496300,32.9797446,-96.6188283,75044
526 PALM DESERT DR GARLAND TX 75044,4,2.5,1988,3034,10010,470278,32.9602147,-96.6293877,75044
534 PALM DESERT DR GARLAND TX 75044,4,2.5,1991,2497,10646,455541,32.9602161,-96.6289495,75044
910 PALM DESERT DR GARLAND TX 75044,4,2.5,1995,2706,7802,449148,32.9628176,-96.6249217,75044
2026 SANTA ANNA DR GARLAND TX 75042,4,4.0,1980,2278,10877,372420,32.9246034,-96.6587352,75042
1405 SAM HOUSTON DR GARLAND TX 75042,4,4.0,1972,2800,10119,379670,32.926311,-96.6576,75042
844 HOLLY DR GARLAND TX 75040,2,1.0,1957,1024,8398,231807,32.9220959,-96.6420572,75040
800 HOLLY DR GARLAND TX 75040,2,1.0,1957,709,10498,197847,32.9221027,-96.6398655,75040
852 LILAC DR GARLAND TX 75040,2,1.0,1957,886,8398,197744,32.9230194,-96.6424121,75040
812 LILAC DR GARLAND TX 75040,4,1.0,1957,1618,8398,260554,32.9229921,-96.6404499,75040
800 LILAC DR GARLAND TX 75040,3,1.0,1957,1187,10498,225587,32.9230232,-96.6398655,75040
805 LILAC DR GARLAND TX 75040,2,1.0,1947,1689,8398,247161,32.9234088,-96.6400324,75040
1929 WIND LAKE CIR GARLAND TX 75040,4,4.5,2007,3996,9361,739623,32.9122702,-96.6003847,75040
1913 WIND LAKE CIR GARLAND TX 75040,4,3.5,2007,4170,8063,652543,32.9127907,-96.6009062,75040
1905 WIND LAKE CIR GARLAND TX 75040,4,3.5,2008,4073,6943,550139,32.9129349,-96.6013149,75040
406 RIVER BIRCH TRL GARLAND TX 75040,4,3.0,2006,3198,11408,535848,32.9141846,-96.6010731,75040
1305 SAM HOUSTON DR GARLAND TX 75042,4,4.0,1972,2442,10119,360551,32.9255718,-96.6575881,75042
4257 HARTFORD DR GARLAND TX 75043,3,2.0,1973,1388,7013,277469,32.8608891,-96.6154186,75043
314 CLOVER LN GARLAND TX 75043,3,2.0,1973,1288,7013,283055,32.8617156,-96.6143388,75043
402 CLOVER LN GARLAND TX 75043,3,2.0,1973,1292,8050,265606,32.863073,-96.6140917,75043
434 CLOVER LN GARLAND TX 75043,3,2.0,1972,1382,7013,275027,32.8641935,-96.6132382,75043
421 IVY WAY  GARLAND TX 75043,4,1.5,1972,1899,7131,290060,32.8638225,-96.6119882,75043
4017 MAYFLOWER DR GARLAND TX 75043,3,2.0,1972,1797,7013,301765,32.8651801,-96.6128931,75043
6334 HOUSLEY DR GARLAND TX 75043,3,2.5,1985,1918,8394,312656,32.8379636,-96.5715616,75043
1807 GEARY ST GARLAND TX 75043,3,2.5,1985,1742,5519,319587,32.8608774,-96.5796107,75043
1814 LOMBARD ST GARLAND TX 75043,3,2.0,1993,1310,4800,256689,32.8604256,-96.5781927,75043
1808 GEARY ST GARLAND TX 75043,3,2.0,1991,1419,4600,268503,32.8606232,-96.579181,75043
1812 GEARY ST GARLAND TX 75043,3,2.5,1986,1580,4600,278680,32.8608354,-96.5790923,75043
2014 HIGH BLUFF DR GARLAND TX 75041,3,1.0,1983,1132,6974,252870,32.8934557,-96.6187417,75041
1218 HIGH COUNTRY DR GARLAND TX 75041,3,2.0,1982,1170,6974,244414,32.8910843,-96.6146245,75041
4733 FORREST SPRINGS COVE  GARLAND TX 75043,4,2.5,2005,2796,217800,657228,32.8594954,-96.5582485,75043
4125 SALEM DR GARLAND TX 75043,3,2.0,1972,1369,7013,277618,32.8629135,-96.6158653,75043
4101 HARTFORD DR GARLAND TX 75043,3,1.0,1973,1396,8163,275042,32.862676,-96.6178684,75043
4113 HARTFORD DR GARLAND TX 75043,3,2.0,1973,1261,7253,254597,32.862347,-96.6174071,75043
422 CLOVER LN GARLAND TX 75043,3,2.0,1972,1465,7013,228676,32.8638198,-96.6136535,75043
4009 MAYFLOWER DR GARLAND TX 75043,3,1.5,1972,1288,7013,269693,32.865199,-96.6132672,75043
4016 MAYFLOWER DR GARLAND TX 75043,3,1.5,1973,1539,7318,298331,32.8657911,-96.6127842,75043
5101 BOBTOWN RD GARLAND TX 75043,3,2.0,1986,2067,9100,386181,32.8438545,-96.560865,75043
4521 LAKEWAY DR GARLAND TX 75043,3,2.0,1985,1765,6821,297478,32.8433456,-96.5626402,75043
4521 BEAUS WAY  GARLAND TX 75043,3,2.0,1985,1636,7279,295733,32.8424917,-96.5630116,75043
6005 WATERWAY DR GARLAND TX 75043,3,2.0,1985,1765,6970,312079,32.8422032,-96.5640856,75043
6105 WATERWAY DR GARLAND TX 75043,3,2.0,1985,1636,7462,291463,32.8413904,-96.5640341,75043
5309 BOBTOWN RD GARLAND TX 75043,3,2.0,1985,1765,7754,299451,32.8412843,-96.5609279,75043
7118 LYONS RD GARLAND TX 75043,3,2.0,1986,1660,8115,313508,32.8410233,-96.5617494,75043
5109 BOBTOWN RD GARLAND TX 75043,4,2.5,1986,2209,8973,344373,32.843243,-96.560917,75043
6014 LAKEBROOK DR GARLAND TX 75043,3,2.0,1985,1636,8263,305619,32.8420976,-96.5613281,75043
4605 BEAUS WAY  GARLAND TX 75043,3,2.0,1985,1636,7863,319158,32.8428292,-96.5617043,75043
1534 WAGON WHEEL RD GARLAND TX 75044,4,2.0,1969,1392,5401,282955,32.9390312,-96.6519344,75044
1401 WAGON WHEEL RD GARLAND TX 75044,4,2.0,1970,1370,9361,281766,32.939392,-96.6485483,75044
6302 SCOTTSBORO LN GARLAND TX 75044,3,2.5,1986,2608,12950,493371,32.9729251,-96.6202055,75044
6306 SCOTTSBORO LN GARLAND TX 75044,3,2.5,1986,2293,11151,490204,32.9731376,-96.6203307,75044
6210 SCOTTSBORO LN GARLAND TX 75044,2,3.0,1987,2446,11051,483690,32.9723273,-96.6199134,75044
1405 WATERFORD PL GARLAND TX 75044,3,2.0,1985,2150,11225,445268,32.9761922,-96.6180771,75044
6513 LYNCH LN GARLAND TX 75044,3,2.5,1994,2623,11831,514438,32.9739204,-96.6229183,75044
201 RUSTIC RIDGE DR GARLAND TX 75040,3,2.5,1981,2116,9361,359987,32.9495304,-96.6325601,75040
118 RIDGEGATE DR GARLAND TX 75040,3,2.0,1983,1916,8398,348056,32.9455207,-96.6288972,75040
117 RIDGEGATE DR GARLAND TX 75040,3,2.0,1983,1752,8398,348654,32.945801,-96.629346,75040
225 PEBBLECREEK DR GARLAND TX 75040,4,2.0,1981,1832,8398,339540,32.9449789,-96.6320383,75040
126 WILLOWCREST DR GARLAND TX 75040,3,2.0,1981,1939,8398,325158,32.9457969,-96.6302599,75040
201 WILLOWCREST DR GARLAND TX 75040,3,2.0,1981,1915,8398,344679,32.9460807,-96.6306817,75040
814 PALM DESERT DR GARLAND TX 75044,4,2.5,1992,2464,7928,461494,32.9619139,-96.625026,75044
626 PALM DESERT DR GARLAND TX 75044,4,2.5,1993,2464,9662,448059,32.9601383,-96.6271129,75044
905 PALM DESERT DR GARLAND TX 75044,3,2.0,1997,2143,8041,446668,32.962745,-96.6254643,75044
340 THISTLE DR GARLAND TX 75043,3,2.0,1973,1438,7196,256672,32.8602195,-96.6119316,75043
409 KIRKLAND RD GARLAND TX 75044,3,2.5,2020,2140,4517,501441,32.9810798,-96.6505954,75044
326 KIRKLAND RD GARLAND TX 75044,4,3.5,2018,2728,5022,588976,32.9815118,-96.6498856,75044
401 PASCO RD GARLAND TX 75044,4,3.5,2018,2728,4600,537395,32.9811859,-96.6494263,75044
410 PASCO RD GARLAND TX 75044,4,3.0,2020,2450,4487,541564,32.9809497,-96.6489253,75044
406 PASCO RD GARLAND TX 75044,3,2.5,2019,2189,4443,501207,32.9810373,-96.6489253,75044
322 PASCO RD GARLAND TX 75044,3,2.5,2020,2189,4400,519609,32.9816068,-96.6489253,75044
317 KENNEWICK DR GARLAND TX 75044,3,2.5,2019,2189,4400,516516,32.9817188,-96.648466,75044
4010 GUTHRIE RD GARLAND TX 75043,3,2.5,1985,2182,7536,329869,32.8394781,-96.5707067,75043
6305 HOUSLEY DR GARLAND TX 75043,3,2.0,1985,1709,6508,309688,32.8391064,-96.5715199,75043
5313 DEER BROOK RD GARLAND TX 75044,4,3.0,1997,3049,6813,526323,32.9660406,-96.6351899,75044
2109 VAIL DR GARLAND TX 75044,3,2.0,1973,1522,7318,310158,32.9502869,-96.6597,75044
1902 ASPEN LN GARLAND TX 75044,3,2.0,1972,1451,9274,315138,32.9506751,-96.6563578,75044
2118 ASPEN LN GARLAND TX 75044,3,2.0,1972,1498,9518,294329,32.9506517,-96.6601213,75044
1901 STEAMBOAT SPRINGS DR GARLAND TX 75044,4,2.0,1972,1894,9518,311445,32.9493836,-96.6563369,75044
2006 VAIL DR GARLAND TX 75044,3,2.0,1972,1936,7318,329383,32.949816,-96.6580907,75044
2014 VAIL DR GARLAND TX 75044,3,2.0,1972,1542,7318,283457,32.9498114,-96.6584877,75044
1910 STEAMBOAT SPRINGS DR GARLAND TX 75044,3,2.0,1975,1854,7318,311332,32.9489023,-96.6566791,75044
1522 BELLINGHAM LN GARLAND TX 75044,3,2.5,2020,2146,2146,481494,32.979248,-96.650139,75044
1426 BELLINGHAM LN GARLAND TX 75044,3,2.5,2020,2146,4398,559439,32.9792629,-96.6493428,75044
1410 BELLINGHAM LN GARLAND TX 75044,3,2.5,2020,2189,4398,514543,32.9792458,-96.6488418,75044
1314 KILKEE CT GARLAND TX 75044,3,2.5,1985,2717,11051,489979,32.9740827,-96.6182023,75044
6306 CHELSEA WAY  GARLAND TX 75044,4,2.5,1986,2585,11064,524522,32.9737133,-96.6195089,75044
6321 CHELSEA WAY  GARLAND TX 75044,3,2.0,1985,2703,19280,569557,32.9741801,-96.6204976,75044
6209 CHELSEA WAY  GARLAND TX 75044,3,2.0,1986,2610,13120,494445,32.9726517,-96.6195795,75044
1418 WATERFORD PL GARLAND TX 75044,3,2.0,1985,2372,11051,456555,32.9762912,-96.6170338,75044
1434 O SHANNON LN GARLAND TX 75044,4,3.0,1986,2587,19807,563244,32.9765283,-96.6158653,75044
6509 BARCLAY LN GARLAND TX 75044,4,4.0,1992,3234,11387,585286,32.9743492,-96.621854,75044
701 LOCHNESS LN GARLAND TX 75044,3,3.5,1995,2929,10149,487403,32.9784552,-96.6216662,75044
801 YAUPON DR GARLAND TX 75044,4,2.5,1999,2758,8250,489345,32.9844114,-96.6382763,75044
614 YAUPON DR GARLAND TX 75044,5,3.5,1999,3084,8568,601020,32.9839243,-96.6367793,75044
